Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_PrimerFase,,,,2021-07-26 17:11:34,2021-07-26 17:11:36,1.756s,FAILED
,,,,,,,
Test Cases/ANPR/PostConsultaGralXPlaca,,,,2021-07-26 17:11:34,2021-07-26 17:11:36,1.552s,FAILED
"response = sendRequest(findTestObject(""ANPR/PostConsultaGralXPlaca""))",,,,2021-07-26 17:11:35,2021-07-26 17:11:36,0.830s,PASSED
if (getResponseStatusCode(response) == 200),,,,2021-07-26 17:11:36,2021-07-26 17:11:36,0.373s,FAILED
